ID,MARCA,MODELLO,TIPOLOGIA,LAVORO,LpA dB(A),LWA dB(A),URL
27537,DE WALT,DC729. DC759,"Trapani a percussione e tassellatori                 Peso:  2 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        75 ±3 dB94 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27537
27538,DE WALT,DC730 - DC732,"Trapani a percussione e tassellatori                 Peso:  2.1 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        76 ±3 dB87 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27538
27539,DE WALT,DC733,"Trapani a percussione e tassellatori                 Peso:  1.7 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        76 ±3 dB84 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27539
27540,DE WALT,DC735. DC737,"Trapani a percussione e tassellatori                 Peso:  2.2 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        83 ±3 dB94 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27540
27541,DE WALT,DC740KA,"Trapani a percussione e tassellatori                 Peso:  1.6 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        75 ±3 dB83 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27541
27542,DE WALT,DC742. DC743,"Trapani a percussione e tassellatori                 Peso:  2 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        76 ±3 dB87 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27542
27543,DE WALT,DC745,"Trapani a percussione e tassellatori                 Peso:  2.1 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        83 ±3 dB94 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27543
27544,DE WALT,DC750KA,"Trapani a percussione e tassellatori                 Peso:  1.5 kg                  Alimentazione:  Batteria 7,2V-10,8V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        74 ±3 dB83 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27544
27545,DE WALT,DC901KL,"Trapani a percussione e tassellatori                 Peso:  3.1 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        96 ±3 dB107 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27545
27546,DE WALT,DC910KB,"Trapani a percussione e tassellatori                 Peso:  3.3 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        94 ±3 dB105 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27546
27548,DE WALT,DC925,"Trapani a percussione e tassellatori                 Peso:  2.6 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        95 ±3 dB104 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27548
27549,DE WALT,DC927,"Trapani a percussione e tassellatori                 Peso:  3.3 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        94 ±3 dB105 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27549
27551,DE WALT,DC940,"Trapani a percussione e tassellatori                 Peso:  2.4 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        80 ±3 dB89 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27551
27550,DE WALT,DC935KB,"Trapani a percussione e tassellatori                 Peso:  2.5 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        93 ±3 dB102 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27550
27552,DE WALT,DC945,"Trapani a percussione e tassellatori                 Peso:  2.4 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        93 ±3 dB102 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27552
27554,DE WALT,DCD720,"Trapani a percussione e tassellatori                 Peso:  1.3 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        76 ±3 dB92 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27554
27553,DE WALT,DCD710,"Trapani a percussione e tassellatori                 Peso:  1.1 kg                  Alimentazione:  Batteria 7,2V-10,8V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        65 ±3 dB76 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27553
27556,DE WALT,DCD733,"Trapani a percussione e tassellatori                 Peso:  1.1 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        76 ±3 dB84 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27556
27555,DE WALT,DCD730,"Trapani a percussione e tassellatori                 Peso:  2.6 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        74 ±3 dB85 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27555
27557,DE WALT,DCD735,"Trapani a percussione e tassellatori                 Peso:  2.7 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        89 ±3 dB100 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27557
27558,DE WALT,DCD740,"Trapani a percussione e tassellatori                 Peso:  1.3 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        76 ±3 dB92 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27558
27560,DE WALT,DCD785,"Trapani a percussione e tassellatori                 Peso:  2.7 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        77 ±3 dB89 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27560
27559,DE WALT,DCD780,"Trapani a percussione e tassellatori                 Peso:  2.6 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        74 ±3 dB85 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27559
27561,DE WALT,DCD920,"Trapani a percussione e tassellatori                 Peso:  1.7 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        77 ±3 dB88 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27561
27562,DE WALT,DCD925,"Trapani a percussione e tassellatori                 Peso:  1.8 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        88 ±3 dB99 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27562
27564,DE WALT,DCD931,"Trapani a percussione e tassellatori                 Peso:  1.8 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        72 ±3 dB83 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27564
27563,DE WALT,DCD930,"Trapani a percussione e tassellatori                 Peso:  1.7 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        77 ±3 dB88 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27563
27565,DE WALT,DCD935,"Trapani a percussione e tassellatori                 Peso:  1.8 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        88 ±3 dB99 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27565
27566,DE WALT,DCD936,"Trapani a percussione e tassellatori                 Peso:  1.8 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        88 ±3 dB99 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27566
27567,DE WALT,DCD940,"Trapani a percussione e tassellatori                 Peso:  1.7 kg                  Alimentazione:  Batteria 12V-48V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        77 ±3 dB88 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27567
27568,DE WALT,DCD945,"Trapani a percussione e tassellatori                 Peso:  1.8 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        88 ±3 dB99 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27568
27569,DE WALT,DCD980,"Trapani a percussione e tassellatori                 Peso:  1.8 kg                  Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        76 ±3 dB87 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27569
27571,DE WALT,DW152,"Trapani a percussione e tassellatori                 Peso:  7.5 kg                  Alimentazione:  Elettrica 220V-380V    
            
        	        Norma di riferimento: CEI EN 60745-1 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    CEI EN 60745-1                
                
                Prescrizioni generali -  Sicurezza degli utensili elettrici a motore portatili – Parte 1:            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        91 ±3 dB97 ±3 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=27571
