ID,MARCA,MODELLO,TIPOLOGIA,LAVORO,LpA dB(A),LWA dB(A),URL
21524,JUNGHEINRICH,ETV 110/112/114/116,Carrello elevatore a montante retrattile,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21524
21373,JUNGHEINRICH,ETM 320DZ,"Carrello elevatore a montante retrattile                 Peso:  3700 kg                  Alimentazione:  Batteria 12V-48V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        68 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21373
21525,JUNGHEINRICH,ETV C16/C20,Carrello elevatore a montante retrattile,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21525
21524,JUNGHEINRICH,ETV 110/112/114/116,Carrello elevatore a montante retrattile,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21524
21373,JUNGHEINRICH,ETM 320DZ,"Carrello elevatore a montante retrattile                 Peso:  3700 kg                  Alimentazione:  Batteria 12V-48V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        68 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21373
29301,Toyota Material Handling,RRE140HN,"Carrello elevatore a montante retrattile                 Peso:  3190 kg          Potenza:  9 kW          Alimentazione:  Batteria 12V-48V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        69 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29301
29293,Toyota Material Handling,RRE160H,"Carrello elevatore a montante retrattile                 Peso:  3398 kg          Potenza:  9 kW          Alimentazione:  Batteria 12V-48V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        69 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29293
29292,Toyota Material Handling,RRE140H/HE,"Carrello elevatore a montante retrattile                 Peso:  3390 kg          Potenza:  9 kW          Alimentazione:  Batteria 12V-48V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        69 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29292
29294,Toyota Material Handling,RRE180H,"Carrello elevatore a montante retrattile                 Peso:  3908 kg          Potenza:  10.5 kW          Alimentazione:  Batteria 12V-48V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        65 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29294
29295,Toyota Material Handling,RRE200H,"Carrello elevatore a montante retrattile                 Peso:  4091 kg          Potenza:  10.5 kW          Alimentazione:   NON IDENTIFICATA    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        65 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29295
29296,Toyota Material Handling,RRE250H,"Carrello elevatore a montante retrattile                 Peso:  4614 kg          Potenza:  10.5 kW          Alimentazione:  Batteria 12V-48V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        62 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29296
21534,JUNGHEINRICH,EKX 513,Carrello elevatore commissionatore,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21534
21534,JUNGHEINRICH,EKX 513,Carrello elevatore commissionatore,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21534
21533,JUNGHEINRICH,ETX 513-515,Carrello elevatore commissionatore,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21533
21532,JUNGHEINRICH,EFX 410,Carrello elevatore commissionatore,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21532
21528,JUNGHEINRICH,EKS 210/312,Carrello elevatore commissionatore,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21528
29288,Toyota Material Handling,SPE120,"Carrello elevatore commissionatore                 Peso:  1349 kg          Potenza:  1.8 kW          Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        70 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29288
29289,Toyota Material Handling,SPE140,"Carrello elevatore commissionatore                 Peso:  1489 kg          Potenza:  1.8 kW          Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        70 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29289
29290,Toyota Material Handling,SPE160,"Carrello elevatore commissionatore                 Peso:  1489 kg          Potenza:  1.8 kW          Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        70 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29290
21527,JUNGHEINRICH,ECE 118,Carrello elevatore commissionatore,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21527
29291,Toyota Material Handling,SPE200,"Carrello elevatore commissionatore                 Peso:  1691 kg          Potenza:  1.8 kW          Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        70 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29291
29300,Toyota Material Handling,OSE120P Powerdrive BT,"Carrello elevatore commissionatore                 Peso:  1263 kg          Potenza:  8 kW          Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        70 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29300
29299,Toyota Material Handling,OSE120 Powerdrive BT,"Carrello elevatore commissionatore                 Peso:  1265 kg          Potenza:  8 kW          Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        70 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29299
21521,JUNGHEINRICH,EFG 535,Carrello sollevatore (muletto),Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21521
28780,Manitou Group,MI 70 H,Carrello sollevatore (muletto),Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=28780
29298,Toyota Material Handling,8FBK16T,"Carrello sollevatore (muletto)                 Peso:  2968 kg          Potenza:  12 kW          Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        71.5 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29298
29297,Toyota Material Handling,8FBEK16T 3ruote,"Carrello sollevatore (muletto)                 Peso:  3002 kg          Potenza:  12 kW          Alimentazione:  Batteria 12V-36V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        69.7 ±4 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29297
21523,JUNGHEINRICH,DFG 660-690,Carrello sollevatore (muletto),Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21523
21522,JUNGHEINRICH,DFG 316,Carrello sollevatore (muletto),Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21522
20970,JUNGHEINRICH,EFG VAC 30 (JE 48),Carrello sollevatore (muletto),Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=20970
21520,JUNGHEINRICH,EFG 425,Carrello sollevatore (muletto),Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21520
20969,JUNGHEINRICH,DFG 45 S,"Carrello sollevatore (muletto)                                 Alimentazione:  Motore a scoppio diesel    
        Cilindrata:  4294 cc      
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        80 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=20969
21372,JUNGHEINRICH,EFG 316-320,"Carrello sollevatore (muletto)                         Potenza:  9 kW          Alimentazione:  Batteria 12V-48V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        67 ±3 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21372
21381,Crown Gabelstapler GmbH,SC 32201.6,"Carrello sollevatore (muletto)                 Peso:  2650 kg          Potenza:  40 kW          Alimentazione:  Elettrica BT 48V-24V    
            
        	        Norma di riferimento: UNI EN 12053 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN 12053                
                
                Sicurezza dei carrelli industriali - Metodi di prova per la misurazione delle emissioni di rumore            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        70 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21381
21382,HYSTER,RS46-36CH,Carrello sollevatore (muletto),Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21382
21518,JUNGHEINRICH,EFG 110-115,Carrello sollevatore (muletto),Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21518
21519,JUNGHEINRICH,EFG 213-218-220,Carrello sollevatore (muletto),Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21519
1090,FIAM,TLY 20-2,"Cesoie                 Peso:  1.55 kg          Potenza:  400 kW          Alimentazione:  Pneumatica    
            
        	        Norma di riferimento: UNI EN ISO 3744 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN ISO 3744                
                
                Acustica - Determinazione dei livelli di potenza sonora e dei livelli di energia sonora delle sorgenti di rumore mediante misurazione della pressione sonora - Metodo tecnico progettuale in un campo es            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        84 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=1090
1089,FIAM,TLS 12,"Cesoie                 Peso:  1.07 kg          Potenza:  300 kW          Alimentazione:  Pneumatica    
            
        	        Norma di riferimento: UNI EN ISO 3744 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN ISO 3744                
                
                Acustica - Determinazione dei livelli di potenza sonora e dei livelli di energia sonora delle sorgenti di rumore mediante misurazione della pressione sonora - Metodo tecnico progettuale in un campo es            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        75 dB dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=1089
1340,BOSCH,GSC 160,Cesoie angolari,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=1340
1301,RODCRAFT PNEUMATIC TOOLS,6605RE,Coltello per rimozione parabrezza,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=1301
1328,AIR TOOLS,5800,Coltello per rimozione parabrezza,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=1328
1301,RODCRAFT PNEUMATIC TOOLS,6605RE,Coltello per rimozione parabrezza,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=1301
1328,AIR TOOLS,5800,Coltello per rimozione parabrezza,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=1328
29180,FOX - Castel Guelfo (BO),FOX F60-002,"Combinata legno (pialla, toupie, ecc)",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29180
29178,FERVI SpA - Vignola (Modena),0498 Combinata da legno 8 lavorazioni,"Combinata legno (pialla, toupie, ecc)",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29178
29177,Holzmann Maschinen Gmbh Austria,FS 160L,"Combinata legno (pialla, toupie, ecc)",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=29177
28791,BOMAG,BC 772 RB,"Compattatore da discarica rifiuti                 Peso:  37000 kg          Potenza:  330 kW          Alimentazione:  Motore a scoppio diesel    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        71 dB110 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                                        
                    Vibrazioni Corpo Intero",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=28791
28798,BOMAG,BC 771 RB,Compattatore da discarica rifiuti,Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=28798
1021,Dynapac Gmbh (Germany),LF30A,"Compattatori-costipatori                                 Alimentazione:  Motore a scoppio benzina    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

         dB103 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=1021
1015,BATMATIC,CB 1450,"Compattatori-costipatori                 Peso:  90 kg          Potenza:  4 kW          Alimentazione:  Motore a scoppio benzina    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

         dB108 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=1015
1018,BOMAG,BP 18/45-2,"Compattatori-costipatori                 Peso:  90 kg          Potenza:  4 kW          Alimentazione:  Motore a scoppio benzina    
            
        	        Norma di riferimento:  NON IDENTIFICATA 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                     NON IDENTIFICATA                
                
                            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

         dB106 dB
    

    
		
		

        
        
            
            
            Questo macchinario potrebbe avere anche dei rischi derivanti da:                
                    Vibrazioni Mano-Braccio",Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=1018
28862,FIAC Air Compressors S.p.A. (Bologna),AB100 248,"Compressore ad aria                 Peso:  63 kg          Potenza:  1.5 kW          Alimentazione:   NON IDENTIFICATA    
            
        	        Norma di riferimento: UNI EN ISO 3744 		
		





	
    
        
            
                            
        
        
            
                Valori dichiarati ai sensi della norma                 
                    UNI EN ISO 3744                
                
                Acustica - Determinazione dei livelli di potenza sonora e dei livelli di energia sonora delle sorgenti di rumore mediante misurazione della pressione sonora - Metodo tecnico progettuale in un campo es            
        
        
            
                Livello pressione acustica  LAeq(dBA)  ±K dB
            
            
                Potenza acustica  LWA(dB)  ±K dB
            
            Note
        

        95 dB dB",Pulizia (pavimenti),83.3 dBA,91  dBA,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=28862
21677,Dynapac Gmbh (Germany),CA 302 D,Costipatore (rullo compattatore),Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21677
21678,Dynapac Gmbh (Germany),CA 602 PD,Costipatore (rullo compattatore),Dato Dichiarato / Non Specificato,Vedi scheda,,https://www.portaleagentifisici.it/fo_rumore_viewer_for_macchianario.php?lg=IT&objId=21678
